voltage,current,temp_battery,soh,vibration,motor_temp,inverter_temp,charging_cycles,odometer_km,ambient_temp,road_condition,failure_type,rul
426.6572698736752,104.3331041256013,28.96843486685844,92.43025224102452,6.386574463857143,79.09634815246476,54.1085485108752,1500.0,116329.90610071884,24.216193841483367,Smooth,Motor_Bearing_Wear,93
408.4190420471534,121.75180865413644,24.210017323967648,94.9914747028688,2.6655483376933864,66.27508385039758,52.50859476280314,1439.720819446106,118758.88674593356,29.90266345203546,Smooth,Power_Electronics_Failure,113
397.5312498340201,108.48656570627502,35.23843005486173,94.90419645193144,2.283813389688664,65.93799965157552,53.891637371426185,1500.0,91958.60571177976,20.054336192920065,Smooth,Battery_Cell_Degradation,138
370.2251897684165,100.55660747813856,28.10437450160869,94.74883490056337,5.65035877503939,88.91101987881136,54.476934725755456,813.2770994493504,250000.0,24.653480106952053,Smooth,Motor_Bearing_Wear,103
317.97421570305875,123.81939401102596,78.47299904299459,63.31960056060535,7.968331891074668,86.98220897450514,88.81168404028506,1500.0,132046.49920355662,23.85938652498856,Smooth,Thermal_System_Failure,35
406.2572429578741,92.82846564779176,27.243233024904388,95.31382636317554,2.523307693752262,69.62852616246418,62.55860405118201,497.3134234832799,66925.04778264844,35.41065000829471,Rough,No_Failure,201
396.914679668795,98.4373322753277,26.4132971455937,95.58820876837446,2.334302847034049,64.43513968597759,53.162163537917664,111.29386510628404,142421.9730371069,3.7891323617722463,Smooth,No_Failure,211
379.2249982640462,112.30885522501389,30.0897196237314,95.699197200176,5.228653560869352,68.31486454493286,64.23452011216735,844.1204744722127,244411.66911164,28.35655940574575,Rough,Motor_Bearing_Wear,102
381.34550408014326,96.15751109950077,35.93759392148237,95.82530126298134,1.8413686060969416,54.13140225948121,57.55353548312067,781.6613167557394,192858.27788486207,13.674826350438362,Smooth,Battery_Cell_Degradation,241
386.2908148118885,104.71047625074648,45.74166279562255,98.87533561769752,1.926187481503544,62.00799617428122,56.49998527823836,790.8350728658645,191126.3072316112,20.45515414033152,Smooth,Battery_Cell_Degradation,247
396.46624575786495,86.40527108407365,28.78885441537368,93.40830894493988,6.474717730418338,66.72297055152828,48.052141509700455,1500.0,137741.04200482133,23.483181692718063,Smooth,Motor_Bearing_Wear,34
418.9815222663574,110.7955736610642,29.14994296119818,96.10271538728152,2.425542419733614,61.21705636664211,52.05483509264555,213.9113802296785,116865.26393310518,14.517150694034308,Extreme,No_Failure,242
356.37978125902,113.27278089662968,39.44146227004329,92.95906348693266,1.7663530820570512,56.44785987271406,62.66366548369461,1500.0,76812.10259430911,12.771891600847844,Rough,Battery_Cell_Degradation,172
359.1775167035181,129.3160782223596,77.13149198418097,69.54207995942417,10.692498667835522,83.31413305430276,56.44906600774441,1305.4564768250275,171670.3568462482,30.367810517705426,Smooth,Thermal_System_Failure,35
426.6572698736752,104.3331041256013,28.96843486685844,92.43025224102452,6.386574463857143,79.09634815246476,54.1085485108752,1500.0,116329.90610071884,24.216193841483367,Smooth,Motor_Bearing_Wear,93
359.78250518343395,147.97833562366395,50.26905197348293,73.44564728923936,22.154605795373687,100.06660351012802,91.1056321525638,1500.0,106000.19418302104,19.395760274994053,Smooth,Motor_Bearing_Wear,108
418.5654710643158,138.13155772937898,28.64082081565965,97.8203971827456,1.9493766056689168,67.98580913662242,60.67953282023032,668.9837998580274,250000.0,39.14595296562993,Rough,Power_Electronics_Failure,170
407.0346114685673,96.83420087600916,43.491056332949256,94.00888333103936,2.6384985542934354,61.65992478781268,53.77986850124214,1500.0,67291.71109894826,14.088156944486927,Smooth,Battery_Cell_Degradation,196
403.6634801050248,104.1581785506798,28.83604604180276,95.6298948745731,2.0847814991327103,70.96313415690544,61.136682651240335,336.09145240777923,86663.30674247492,8.607324044755646,Smooth,No_Failure,276
330.86815551821525,102.6706512905283,46.28639858617302,95.52227505390296,2.278475216099312,55.139696033541895,58.329891694588646,1500.0,115178.66904559034,18.79507558761216,Smooth,Battery_Cell_Degradation,82
421.55038164470966,95.26301412196538,38.06065337244264,94.9854898927599,2.5299842109987933,64.42062664044526,60.90401012457578,980.6393214271916,242062.4825788607,19.18435364045316,Rough,Thermal_System_Failure,28
382.2461589030024,134.66042613580618,69.22348667548836,70.90031982985397,8.277652999467428,86.95495604751689,94.99733985926017,815.1280158907693,174790.13241338026,10.1881496527544,Smooth,Battery_Cell_Degradation,204
392.9925001565141,106.69950047344328,42.73381217559766,94.63591907508868,3.1633730080048976,71.02587172755818,62.866722576341694,1500.0,135328.17870579803,24.90242120239349,Smooth,Thermal_System_Failure,35
366.75504283138827,111.66604336034138,38.45421277624667,92.94142311929495,2.096808199300161,62.16633791914697,64.10722635336579,895.8107246198219,250000.0,21.794287376211617,Smooth,Thermal_System_Failure,50
323.9439488230739,120.98625773087176,54.56498740731971,62.43716655985719,9.272757046943743,85.01498610504795,62.57857467524197,933.43108921313,197255.95832483043,37.68070250820067,Rough,Battery_Cell_Degradation,113
396.6568745608752,107.02575215037008,27.685243948266912,93.1364950472064,1.9031151418692736,60.90331278919673,58.60842255400842,1500.0,121591.30636900874,13.671281459706307,Smooth,Power_Electronics_Failure,71
357.5303485233238,184.4274441573293,46.48176394876842,71.26085195225536,8.230477044348193,90.15844372768588,63.96636681251301,1500.0,95894.86722659208,11.142965773165496,Smooth,Power_Electronics_Failure,127
425.2391487605669,99.56553344060173,54.78968140470895,92.48935242925003,1.879569091037529,61.901656261451485,65.8080059529524,1428.8520568672595,146868.9986989338,11.71866585922263,Smooth,Thermal_System_Failure,42
331.70169833814947,126.19418238314198,67.17274783760581,75.72202754604712,11.349502812162688,87.88351388510205,84.45926578499406,1227.0215578074888,111773.65077037973,34.48244141297317,Smooth,Battery_Cell_Degradation,179
328.48970616495035,126.88593260113365,69.36249752917844,72.19792803475829,8.468904239859004,90.54768503594411,86.30893925609644,602.8538509507847,250000.0,33.900006823826324,Rough,Battery_Cell_Degradation,148
365.0756737693712,91.82381894827634,30.848819984779464,94.78593904089844,2.1448172063134714,60.48687682561427,60.76369518081458,1500.0,107664.20025727764,2.481042078376632,Extreme,Battery_Cell_Degradation,102
402.830855238511,128.06551575237992,27.756176494843142,95.35050779288974,2.054890324707076,72.80074294615925,54.15612967412802,1500.0,98776.8378515316,45.0,Smooth,Power_Electronics_Failure,135
336.15703488539606,132.612259458011,57.03848110527299,74.57596521375439,7.8840291933248,87.2086723811003,51.95990287736646,1285.7563571477915,97300.50814048764,36.28832831009548,Smooth,Battery_Cell_Degradation,183
374.99798454604064,113.94896155199083,46.117769524070106,94.10558658941969,2.2086029512991656,66.64342062330591,58.61962766927121,570.6295357001064,250000.0,41.398931621016345,Smooth,Battery_Cell_Degradation,203
421.9396646358378,95.42648668317118,27.71657467914289,95.1026468030321,7.49761350316355,85.72797734348389,62.64588123812609,944.5648573619804,250000.0,3.0922226993481736,Smooth,Motor_Bearing_Wear,30
431.7907292890928,121.85477641675722,27.22244277371755,92.99184808633706,1.8892207023499388,65.33707721978088,59.11138745718097,648.8686357851285,250000.0,26.65452743642382,Smooth,Power_Electronics_Failure,179
378.7701013098216,139.08293809433707,78.68483165651364,68.7506575409659,8.689905236010292,86.37481085035316,98.88399508565314,1500.0,129330.7257235929,29.431781986037464,Rough,Thermal_System_Failure,40
362.6318277903604,143.69305625450804,67.71661262344608,75.30026540022077,10.332255915647668,93.71645507580796,88.00661838245594,950.3248913561904,136789.7799619356,25.73908873601596,Smooth,Battery_Cell_Degradation,236
401.4543059514712,99.81125096990284,27.1444758867051,94.89503390288816,1.9242487203649017,63.28020640583063,56.04713111768731,612.6914673277493,36959.99552118591,41.97918315370587,Smooth,No_Failure,243
353.3128125998928,138.31080744449218,62.14658157454534,74.0665327327598,2.7097754086299104,58.44428791778293,64.62181704055618,1500.0,73970.29887797586,29.85306907154193,Smooth,Battery_Cell_Degradation,142
